autor	comentario	likes	date	PUBLICACION_CLEAN
Luz De Luna	que feo, solo para entrevistar a delincuentes ha quedado Mavila, y Patricia Chirinos habla de moralidad cuando forma parte de una organización criminal, según las fiscalías	0	2022-03-16T00:44:40Z	que feo, solo para entrevistar a delincuentes ha quedado Mavila, y Patricia Chirinos habla de moralidad cuando forma parte de una organización criminal, según las fiscalías
gloria del castillo	A ver que dicen ahora no se adelantó, el congreso no lo invito? Que mentirosa  esta criminal. Leerá  en un papel como lo haces tu y como lo hacen muchos políticos	0	2022-03-16T00:35:16Z	A ver que dicen ahora no se adelantó, el congreso no lo invito? Que mentirosa esta criminal. Leerá en un papel como lo haces tu y como lo hacen muchos políticos
PENSADOR CRITICO	Patricia Chirinos en el congreso es una demostración contundente que la justicia en el Perú está podrida.	4	2022-03-16T00:22:24Z	Patricia Chirinos en el congreso es una demostración contundente que la justicia en el Perú está podrida.
Rober Salsero	Chirinos tiene denuncias pendientes . Se cree inocente ?	0	2022-03-16T00:02:51Z	Chirinos tiene denuncias pendientes . Se cree inocente ?
carls carls	existira gente tan bruta y de escaso cerebro que le pueda creer a esta  corrupta amiga de rateros????	0	2022-03-16T00:02:41Z	existira gente tan bruta y de escaso cerebro que le pueda creer a esta corrupta amiga de rateros????
Empe	Esta prensa basura ya puse mi pulgar abajo	0	2022-03-15T23:53:21Z	Esta prensa basura ya puse mi pulgar abajo
Empe	EN VENTANILLA NO TE QUEREMOS  SICARIA PATRICIA CHIRINOS🤬🤬🤬🤬😡😡	0	2022-03-15T23:52:45Z	EN VENTANILLA NO TE QUEREMOS SICARIA PATRICIA CHIRINOS🤬🤬🤬🤬😡😡
Gino Flores Mitma	Desde que ha empezado su gobierno todo es DECIR y nada de hacer y justo eso es lo malo.	2	2022-03-15T23:29:34Z	Desde que ha empezado su gobierno todo es DECIR y nada de hacer y justo eso es lo malo.
Celso Siesquen	Fuera delincuenta Patricia chirinos	0	2022-03-15T23:23:19Z	Fuera delincuenta Patricia chirinos
Ricardo Seminario	Esa señora  aparte de botar veneno..mentirosa.hipoctita..como no se muerde a lengua cuando esté hablando esas mentiras..	0	2022-03-15T22:51:09Z	Esa señora aparte de botar no se muerde a lengua cuando esté hablando esas mentiras..
Vamos  Boys	Paty cuando quieras te pongo al día	0	2022-03-15T22:49:58Z	Paty cuando quieras te pongo al día
AXEL664	Porque la despidieron a la otra representante de free fire live	0	2022-05-30T05:16:10Z	Porque la despidieron a la otra representante de free fire live
CARRILLO S2	Cagada	1	2022-05-22T20:19:26Z	Cagada
ༀ ᴱ ᴸ  ᴾ ᴬ ᵀ ᴿ ᴼ ᴺ ᭄⁰⁹␤	𝕍𝕒𝕞𝕠𝕤 𝕤𝕦𝕓𝕚𝕖𝕟𝕕𝕠	0	2022-05-22T15:45:17Z	𝕍𝕒𝕞𝕠𝕤 𝕤𝕦𝕓𝕚𝕖𝕟𝕕𝕠
Jade Hernández	Esperando mis premios 🤙🤑	1	2022-05-22T05:33:58Z	Esperando mis premios 🤙🤑
David Rios	🥇🏆🏆🏆🏆	0	2022-05-22T04:54:19Z	🥇🏆🏆🏆🏆
David Rios	Vamos Phoenix forcé	0	2022-05-22T04:54:08Z	Vamos Phoenix forcé
David Rios	😭😭😭😭	0	2022-05-22T04:41:23Z	😭😭😭😭
David Rios	Ya quiero mi premio	0	2022-05-22T04:41:12Z	Ya quiero mi premio
David Rios	Hola soy David y los felicito por todo sus esfuerzos	0	2022-05-22T04:31:42Z	Hola soy David y los felicito por todo sus esfuerzos
Yuri Chian	Los que siguen esperando los premios 🥱	0	2022-05-21T18:25:46Z	Los que siguen esperando los premios 🥱
maxin reds	3000000😭😭😭🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻	0	2022-05-21T18:09:21Z	3000000😭😭😭🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻
Edward Silverio	los premios Seven muy chido	1	2022-05-21T17:10:26Z	los premios Seven muy chido
King's Mc	ver a jugadores  como estos se pone emocionante la partida es fenomenal	0	2022-05-21T16:44:40Z	ver a jugadores como estos se pone emocionante la partida es fenomenal
